filepath,label,original_split,label_id,split
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/34154035442_cb776ca37a_k.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/3519556247_48daf05e7a_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/5392235795_38088b9317_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/29999332780_d18585403f_k.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/orchid/3290062067_c486d620f5_k.jpg,orchid,test,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/dandelion/4115873_a9b8b2b20c_o.jpg,dandelion,test,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/1942541271_1d793ef662_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/dandelion/5646073511_2ea34238c0_o.jpg,dandelion,test,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/tulip/458933099_df36204d5f_h.jpg,tulip,validation,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/2640320709_b8d3813e08_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/5472460668_d5818c3e4b_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/rose/27381784810_9a663cae86_k.jpg,rose,test,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/5750638926_81d0c8f8a8_c.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/7104793269_6df5a66c48_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/3732842765_892f603b25_o.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/3657305143_243debf4b0_k.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/13994111714_4d9ec9a69d_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/lily/172328331_a54d48f464_o.jpg,lily,validation,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/43936060352_25b63d9ebc_o.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/6742155553_7fd7157112_k.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/dandelion/14812764729_b4d9d0a7a5_o.jpg,dandelion,test,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/lily/10100600324_9d889e6966_o.jpg,lily,test,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/daisy/2686488016_8269781b50_o.jpg,daisy,test,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/34858176572_63b100fcf8_k.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/15385087634_f4a0f5e7d0_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/6011171170_630ca07c92_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/3853430823_8dd6045281_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/daisy/7404168888_184726003b_o.jpg,daisy,test,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/2452879837_f2953990c1_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/6109819665_9a450747e3_o.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/5852454037_0825989c2a_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/6713614729_38b6054b35_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/2481365511_631745ec71_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/10356880783_c9fc3049b0_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/dandelion/329520344_9de3bc2904_c.jpg,dandelion,validation,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/5392224965_7c9a82ba5d_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/tulip/4590088643_2c9011a736_o.jpg,tulip,validation,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/4861637108_0002ce0628_o.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/26949222941_123fe07011_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/4395318685_c0e271364e_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/4502715003_a954d2652e_o.png,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/4737092442_557afb3a90_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/4612552048_64c37ce706_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/18700831888_447d84ff7e_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/29855458706_dd933ea39b_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/29749370718_58a5a449f6_o.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/sunflower/2732224043_10c736604f_o.jpg,sunflower,validation,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/2659141415_14871554b5_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/4778356407_96ed851edd_o.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/rose/31783866506_0be299818e_k.jpg,rose,validation,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/daisy/1414396411_8cc845606b_o.jpg,daisy,validation,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/rose/27151077773_e1dfe1f4a7_k.jpg,rose,validation,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/34491209620_1b5e0a1f1c_k.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/29258055215_7617e2c468_k.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/8275992143_c16dfdfa57_h.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/orchid/3407084737_b3d0a0e40d_o.jpg,orchid,test,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/14243323348_87b48d56c2_k.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/lily/28532385292_8e0522d1b3_o.jpg,lily,validation,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/2119330189_0932f9e91a_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/6986190641_bfb91483f5_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/36091681353_2021e53792_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/3531792282_8974943465_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/4327676674_cb668aea92_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/3301070455_26a81274ff_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/2674882901_4cd321b104_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/15482418589_a7978fb0ac_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/5587252944_cbdc7039a5_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/rose/2480339642_942abc9cae_o.jpg,rose,test,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/sunflower/1255290711_c58f5b8208_o.jpg,sunflower,validation,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/3452300687_e5b7686589_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/rose/11583515475_c2a56ea696_o.jpg,rose,test,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/19736097496_477c935dc6_h.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/5962509364_d643bc67b5_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/4768870561_5444b050d6_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/2870632893_5f02b04eb4_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/tulip/383534813_8ad9073cee_k.jpg,tulip,validation,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/23581199978_4fb62f3c12_k.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/9244815910_72638e4106_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/5727124778_cb40132200_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/14856675381_81662632cb_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/4532732125_e05d524e9f_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/537939431_1cb5ac9b56_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/169060010_572322b8f3_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/6091058153_54952a8d28_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/2076485761_a6cafde0a9_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/41295674665_6b70dfaaa9_k.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/3488131260_4b69165165_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/17060320022_61fa8ea00d_k.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/dandelion/8681169853_002bc444da_o.jpg,dandelion,validation,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/2581351476_3d3b1d4bca_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/2524666235_1853ffbce1_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/sunflower/364675442_32ca0595af_o.jpg,sunflower,validation,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/sunflower/14729633885_f2e72de923_o.jpg,sunflower,test,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/461738806_da695d2323_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/4037535486_a59d8a3f59_c.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/32899199077_7a11e77225_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/36104409073_b9fe95e232_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/45925604002_1bebb3cdc2_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/dandelion/4628490969_a932e8551a_o.jpg,dandelion,validation,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/211598039_22ff0ea9c2_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/3523794548_0401803202_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/14238823454_7fa1652a9b_k.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/3449046733_bfc635baf0_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/15655281446_1d694c32d0_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/orchid/2524666075_4d1c68b648_o.jpg,orchid,validation,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/8143761251_2965cbc916_o.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/7220025098_92223aba60_k.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/daisy/3636127591_35018ddd9f_o.jpg,daisy,validation,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/4411938039_2dc90a25a1_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/orchid/3523836361_64019c68a9_o.jpg,orchid,validation,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/5446919914_8e0264c76f_k.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/20424608233_61b4a630ce_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/sunflower/104105032_73f190dae8_o.jpg,sunflower,validation,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/rose/17100624009_659f03f886_o.jpg,rose,validation,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/rose/28383055817_ae3e9e46dd_k.jpg,rose,train,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/6111690223_1b1cbc8e73_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/616757600_c6f540060c_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/21573140021_ec22b4e5d5_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/sunflower/205611592_5b2de08316_o.jpg,sunflower,validation,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/rose/5245768682_3840bb80be_o.jpg,rose,test,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/sunflower/28912138637_8d2d7ac03f_o.jpg,sunflower,validation,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/lily/9280521095_67425d662d_k.jpg,lily,validation,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/14072905554_2d20f58fdc_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/5468367187_88a96a1c2b_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/12476039914_4d0922feac_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/16894025770_b9c5f20aba_b.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/226159654_f18e01a8be_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/148133358_ec1df569ac_b.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/29467747301_10bd225bab_k.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/rose/30036040772_96a966af46_o.jpg,rose,validation,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/2440377402_595904bf1b_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/2541443682_e2e566b262_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/2567499384_f4401caf70_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/lily/273668744_5c5a4d4d0e_b.jpg,lily,validation,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/tulip/6969925866_81fcbb6efb_o.jpg,tulip,test,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/14156660434_a7159ced99_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/2658709432_0e8f675dd8_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/lily/536745316_29bc4721c1_k.jpg,lily,test,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/4611799097_cef5200155_k.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/4491506513_e75e3bd651_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/daisy/17023967855_9640bac963_b.jpg,daisy,test,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/7390087754_829f8d7a8d_b.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/9363154520_16d2b46f18_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/331103989_4901ac69d5_b.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/1503659581_084235bfac_c.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/orchid/4393927578_74dbe6909c_o.jpg,orchid,test,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/4717368303_c0bb9a042f_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/17171337858_4f1a293659_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/4561132144_e810632c8e_o.jpg,tulip,train,6,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/4829081382_bf73890e88_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/4575472539_d51d840fc8_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/lily/216370438_cc0f3b222f_o.jpg,lily,train,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/rose/7320133386_f412131c35_o.jpg,rose,validation,4,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/dandelion/34839360305_08d4a9aee6_o.jpg,dandelion,train,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/34374716080_825d8154df_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/orchid/6928083043_85787488cc_o.jpg,orchid,test,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/sunflower/5922442211_9146f9076e_h.jpg,sunflower,validation,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/4202404804_82c29df6c1_o.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/daisy/4633720787_c0243ce90a_o.jpg,daisy,train,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/dandelion/41534955965_8cd341d390_k.jpg,dandelion,validation,1,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/lily/3859581232_fd95fee0b3_o.jpg,lily,validation,2,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/sunflower/21605638813_df52def9cc_k.jpg,sunflower,train,5,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/18146025563_ab0b0803ca_k.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/orchid/20254168939_117753754b_o.jpg,orchid,train,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/test/orchid/8430118000_ce6e6578b5_o.jpg,orchid,test,3,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/val/daisy/5985821973_1bb6e34f9b_b.jpg,daisy,validation,0,train
/root/.cache/kagglehub/datasets/junkal/flowerdatasets/versions/1/flowers/train/tulip/4513708742_cb422d9344_o.jpg,tulip,train,6,train
